Problem ID,Problem Name,Acceptance Rate,Difficulty
2908,Minimum Sum of Mountain Triplets I,64.5,Easy
2909,Minimum Sum of Mountain Triplets II,53.9,Medium
2910,Minimum Number of Groups to Create a Valid Assignment,25.1,Medium
2911,Minimum Changes to Make K Semi-palindromes,35.8,Hard
2912,Number of Ways to Reach Destination in the Grid,65.0,Hard
2913,Subarrays Distinct Element Sum of Squares I,82.5,Easy
2914,Minimum Number of Changes to Make Binary String Beautiful,59.5,Medium
2915,Length of the Longest Subsequence That Sums to Target,34.7,Medium
2916,Subarrays Distinct Element Sum of Squares II,20.1,Hard
2917,Find the K-or of an Array,74.6,Easy
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,34.3,Medium
2919,Minimum Increment Operations to Make Array Beautiful,34.0,Medium
2920,Maximum Points After Collecting Coins From All Nodes,37.2,Hard
2921,Maximum Profitable Triplets With Increasing Prices II,50.1,Hard
2922,Market Analysis III,39.1,Medium
2923,Find Champion I,73.0,Easy
2924,Find Champion II,57.7,Medium
2925,Maximum Score After Applying Operations on a Tree,48.9,Medium
2926,Maximum Balanced Subsequence Sum,23.6,Hard
2927,Distribute Candies Among Children III,45.1,Hard
2928,Distribute Candies Among Children I,75.2,Easy
2929,Distribute Candies Among Children II,34.9,Medium
2930,Number of Strings Which Can Be Rearranged to Contain Substring,55.5,Medium
2931,Maximum Spending After Buying Items,65.0,Hard
2932,Maximum Strong Pair XOR I,75.8,Easy
2933,High-Access Employees,43.9,Medium
2934,Minimum Operations to Maximize Last Elements in Arrays,44.6,Medium
2935,Maximum Strong Pair XOR II,29.9,Hard
2936,Number of Equal Numbers Blocks,68.6,Medium
2937,Make Three Strings Equal,42.6,Easy
2938,Separate Black and White Balls,52.8,Medium
2939,Maximum Xor Product,25.6,Medium
2940,Find Building Where Alice and Bob Can Meet,35.0,Hard
2941,Maximum GCD-Sum of a Subarray,47.9,Hard
2942,Find Words Containing Character,88.3,Easy
2943,Maximize Area of Square Hole in Grid,36.2,Medium
2944,Minimum Number of Coins for Fruits,44.3,Medium
2945,Find Maximum Non-decreasing Array Length,15.7,Hard
2946,Matrix Similarity After Cyclic Shifts,57.6,Easy
2947,Count Beautiful Substrings I,61.5,Medium
2948,Make Lexicographically Smallest Array by Swapping Elements,39.0,Medium
2949,Count Beautiful Substrings II,24.9,Hard
2950,Number of Divisible Substrings,76.2,Medium
2951,Find the Peaks,75.2,Easy
2952,Minimum Number of Coins to be Added,53.8,Medium
2953,Count Complete Substrings,26.4,Hard
2954,Count the Number of Infection Sequences,36.4,Hard
2955,Number of Same-End Substrings,70.8,Medium
2956,Find Common Elements Between Two Arrays,82.7,Easy
2957,Remove Adjacent Almost-Equal Characters,51.9,Medium
2958,Length of Longest Subarray With at Most K Frequency,55.7,Medium
2959,Number of Possible Sets of Closing Branches,50.7,Hard
2960,Count Tested Devices After Test Operations,80.8,Easy
2961,Double Modular Exponentiation,47.5,Medium
2962,Count Subarrays Where Max Element Appears at Least K Times,59.1,Medium
2963,Count the Number of Good Partitions,49.2,Hard
2964,Number of Divisible Triplet Sums,66.7,Medium
2965,Find Missing and Repeated Values,75.2,Easy
2966,Divide Array Into Arrays With Max Difference,71.4,Medium
2967,Minimum Cost to Make Array Equalindromic,21.8,Medium
2968,Apply Operations to Maximize Frequency Score,39.1,Hard
2969,Minimum Number of Coins for Fruits II,56.0,Hard
2970,Count the Number of Incremovable Subarrays I,50.6,Easy
2971,Find Polygon With the Largest Perimeter,66.1,Medium
2972,Count the Number of Incremovable Subarrays II,39.0,Hard
2973,Find Number of Coins to Place in Tree Nodes,35.8,Hard
2974,Minimum Number Game,85.5,Easy
2975,Maximum Square Area by Removing Fences From a Field,22.5,Medium
2976,Minimum Cost to Convert String I,39.5,Medium
2977,Minimum Cost to Convert String II,24.5,Hard
2978,Symmetric Coordinates,42.3,Medium
2979,Most Expensive Item That Can Not Be Bought,77.9,Medium
2980,Check if Bitwise OR Has Trailing Zeros,70.0,Easy
2981,Find Longest Special Substring That Occurs Thrice I,42.2,Medium
2982,Find Longest Special Substring That Occurs Thrice II,33.3,Medium
2983,Palindrome Rearrangement Queries,25.4,Hard
2984,Find Peak Calling Hours for Each City,59.4,Medium
2985,Calculate Compressed Mean,87.1,Easy
2986,Find Third Transaction,50.9,Medium
2987,Find Expensive Cities,79.7,Easy
2988,Manager of the Largest Department,76.8,Medium
2989,Class Performance,88.6,Medium
2990,Loan Types,61.2,Easy
2991,Top Three Wineries,53.4,Hard
2992,Number of Self-Divisible Permutations,73.6,Medium
2993,Friday Purchases I,79.2,Medium
2994,Friday Purchases II,73.1,Hard
2995,Viewers Turned Streamers,42.8,Hard
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,31.8,Easy
2997,Minimum Number of Operations to Make Array XOR Equal to K,86.5,Medium
2998,Minimum Number of Operations to Make X and Y Equal,45.0,Medium
2999,Count the Number of Powerful Integers,26.0,Hard
3000,Maximum Area of Longest Diagonal Rectangle,35.6,Easy
3001,Minimum Moves to Capture The Queen,20.4,Medium
3002,Maximum Size of a Set After Removals,44.9,Medium
3003,Maximize the Number of Partitions After Operations,27.6,Hard
3004,Maximum Subtree of the Same Color,65.9,Medium
3005,Count Elements With Maximum Frequency,79.1,Easy
3006,Find Beautiful Indices in the Given Array I,36.0,Medium
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,35.8,Medium
3008,Find Beautiful Indices in the Given Array II,23.9,Hard
3009,Maximum Number of Intersections on the Chart,45.6,Hard
3010,Divide an Array Into Subarrays With Minimum Cost I,65.6,Easy
3011,Find if Array Can Be Sorted,51.0,Medium
3012,Minimize Length of Array Using Operations,35.0,Medium
3013,Divide an Array Into Subarrays With Minimum Cost II,31.5,Hard
3014,Minimum Number of Pushes to Type Word I,63.5,Easy
3015,Count the Number of Houses at a Certain Distance I,55.0,Medium
3016,Minimum Number of Pushes to Type Word II,70.3,Medium
3017,Count the Number of Houses at a Certain Distance II,21.0,Hard
3018,Maximum Number of Removal Queries That Can Be Processed I,44.5,Hard
3019,Number of Changing Keys,80.5,Easy
3020,Find the Maximum Number of Elements in Subset,24.4,Medium
3021,Alice and Bob Playing Flower Game,47.5,Medium
3022,Minimize OR of Remaining Elements Using Operations,33.6,Hard
3023,Find Pattern in Infinite Stream I,60.8,Medium
3024,Type of Triangle,38.2,Easy
3025,Find the Number of Ways to Place People I,40.7,Medium
3026,Maximum Good Subarray Sum,17.8,Medium
3027,Find the Number of Ways to Place People II,48.1,Hard
3028,Ant on the Boundary,74.8,Easy
3029,Minimum Time to Revert Word to Initial State I,40.0,Medium
3030,Find the Grid of Region Average,43.8,Medium
3031,Minimum Time to Revert Word to Initial State II,35.5,Hard
3032,Count Numbers With Unique Digits II,87.5,Easy
3033,Modify the Matrix,67.9,Easy
3034,Number of Subarrays That Match a Pattern I,66.2,Medium
3035,Maximum Palindromes After Operations,42.2,Medium
3036,Number of Subarrays That Match a Pattern II,32.0,Hard
3037,Find Pattern in Infinite Stream II,69.6,Hard
3038,Maximum Number of Operations With the Same Score I,51.5,Easy
3039,Apply Operations to Make String Empty,56.5,Medium
3040,Maximum Number of Operations With the Same Score II,32.2,Medium
3041,Maximize Consecutive Elements in an Array After Modification,31.3,Hard
3042,Count Prefix and Suffix Pairs I,64.3,Easy
3043,Find the Length of the Longest Common Prefix,32.7,Medium
3044,Most Frequent Prime,47.9,Medium
3045,Count Prefix and Suffix Pairs II,23.6,Hard
3046,Split the Array,57.8,Easy
3047,Find the Largest Area of Square Inside Two Rectangles,44.9,Medium
3048,Earliest Second to Mark Indices I,34.8,Medium
3049,Earliest Second to Mark Indices II,22.1,Hard
3050,Pizza Toppings Cost Analysis,68.0,Medium
3051,Find Candidates for Data Scientist Position,73.1,Easy
3052,Maximize Items,70.0,Hard
3053,Classifying Triangles by Lengths,50.3,Easy
3054,Binary Tree Nodes,78.5,Medium
3055,Top Percentile Fraud,59.7,Medium
3056,Snaps Analysis,58.6,Medium
3057,Employees Project Allocation,68.1,Hard
3058,Friends With No Mutual Friends,52.7,Medium
3059,Find All Unique Email Domains,64.5,Easy
3060,User Activities within Time Bounds,38.6,Hard
3061,Calculate Trapping Rain Water,75.8,Hard
3062,Winner of the Linked List Game,82.0,Easy
3063,Linked List Frequency,86.7,Easy
3064,Guess the Number Using Bitwise Questions I,91.6,Medium
3065,Minimum Operations to Exceed Threshold Value I,85.3,Easy
3066,Minimum Operations to Exceed Threshold Value II,27.1,Medium
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,57.4,Medium
3068,Find the Maximum Sum of Node Values,67.5,Hard
3069,Distribute Elements Into Two Arrays I,71.8,Easy
3070,Count Submatrices with Top-Left Element and Sum Less Than k,59.1,Medium
3071,Minimum Operations to Write the Letter Y on a Grid,62.0,Medium
3072,Distribute Elements Into Two Arrays II,26.6,Hard
3073,Maximum Increasing Triplet Value,42.7,Medium
3074,Apple Redistribution into Boxes,66.1,Easy
3075,Maximize Happiness of Selected Children,55.1,Medium
3076,Shortest Uncommon Substring in an Array,45.0,Medium
3077,Maximum Strength of K Disjoint Subarrays,27.8,Hard
3078,Match Alphanumerical Pattern in Matrix I,68.0,Medium
3079,Find the Sum of Encrypted Integers,73.7,Easy
3080,Mark Elements on Array by Performing Queries,48.8,Medium
3081,Replace Question Marks in String to Minimize Its Value,26.5,Medium
3082,Find the Sum of the Power of All Subsequences,38.7,Hard
3083,Existence of a Substring in a String and Its Reverse,66.3,Easy
3084,Count Substrings Starting and Ending with Given Character,48.8,Medium
3085,Minimum Deletions to Make String K-Special,44.3,Medium
3086,Minimum Moves to Pick K Ones,23.7,Hard
3087,Find Trending Hashtags,65.7,Medium
3088,Make String Anti-palindrome,54.5,Hard
3089,Find Bursty Behavior,37.7,Medium
3090,Maximum Length Substring With Two Occurrences,63.6,Easy
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,44.7,Medium
3092,Most Frequent IDs,42.4,Medium
3093,Longest Common Suffix Queries,41.6,Hard
3094,Guess the Number Using Bitwise Questions II,81.7,Medium
3095,Shortest Subarray With OR at Least K I,40.5,Easy
3096,Minimum Levels to Gain More Points,40.8,Medium
3097,Shortest Subarray With OR at Least K II,29.1,Medium
3098,Find the Sum of Subsequence Powers,24.4,Hard
3099,Harshad Number,82.8,Easy
3100,Water Bottles II,62.9,Medium
3101,Count Alternating Subarrays,56.9,Medium
3102,Minimize Manhattan Distances,32.0,Hard
3103,Find Trending Hashtags II,68.5,Hard
3104,Find Longest Self-Contained Substring,61.3,Hard
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,57.1,Easy
3106,Lexicographically Smallest String After Operations With Constraint,63.7,Medium
3107,Minimum Operations to Make Median of Array Equal to K,48.7,Medium
3108,Minimum Cost Walk in Weighted Graph,46.1,Hard
3109,Find the Index of Permutation,44.1,Medium
3110,Score of a String,92.5,Easy
3111,Minimum Rectangles to Cover Points,64.0,Medium
3112,Minimum Time to Visit Disappearing Nodes,33.9,Medium
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,29.1,Hard
3114,Latest Time You Can Obtain After Replacing Characters,35.2,Easy
3115,Maximum Prime Difference,58.6,Medium
3116,Kth Smallest Amount With Single Denomination Combination,15.4,Hard
3117,Minimum Sum of Values by Dividing Array,27.8,Hard
3118,Friday Purchase III,57.5,Medium
3119,Maximum Number of Potholes That Can Be Fixed,64.4,Medium
3120,Count the Number of Special Characters I,65.1,Easy
3121,Count the Number of Special Characters II,41.2,Medium
3122,Minimum Number of Operations to Satisfy Conditions,40.9,Medium
3123,Find Edges in Shortest Paths,51.4,Hard
3124,Find Longest Calls,71.7,Medium
3125,Maximum Number That Makes Result of Bitwise AND Zero,69.7,Medium
3126,Server Utilization Time,45.9,Medium
3127,Make a Square with the Same Color,50.4,Easy
3128,Right Triangles,47.1,Medium
3129,Find All Possible Stable Binary Arrays I,26.9,Medium
3130,Find All Possible Stable Binary Arrays II,28.2,Hard
3131,Find the Integer Added to Array I,81.6,Easy
3132,Find the Integer Added to Array II,30.6,Medium
3133,Minimum Array End,37.5,Medium
3134,Find the Median of the Uniqueness Array,27.7,Hard
3135,Equalize Strings by Adding or Removing Characters at Ends,58.7,Medium
3136,Valid Word,35.8,Easy
3137,Minimum Number of Operations to Make Word K-Periodic,63.1,Medium
3138,Minimum Length of Anagram Concatenation,42.7,Medium
3139,Minimum Cost to Equalize Array,15.4,Hard
3140,Consecutive Available Seats II,63.0,Medium
3141,Maximum Hamming Distances,79.0,Hard
3142,Check if Grid Satisfies Conditions,41.7,Easy
3143,Maximum Points Inside the Square,38.0,Medium
3144,Minimum Substring Partition of Equal Character Frequency,40.2,Medium
3145,Find Products of Elements of Big Array,24.1,Hard
3146,Permutation Difference between Two Strings,89.6,Easy
3147,Taking Maximum Energy From the Mystic Dungeon,39.5,Medium
3148,Maximum Difference Score in a Grid,48.1,Medium
3149,Find the Minimum Cost Array Permutation,22.7,Hard
3150,Invalid Tweets II,90.9,Easy
3151,Special Array I,75.6,Easy
3152,Special Array II,28.2,Medium
3153,Sum of Digit Differences of All Pairs,43.9,Medium
3154,Find Number of Ways to Reach the K-th Stair,35.0,Hard
3155,Maximum Number of Upgradable Servers,58.4,Medium
3156,Employee Task Duration and Concurrent Tasks,77.3,Hard
3157,Find the Level of Tree with Minimum Sum,86.2,Medium
3158,Find the XOR of Numbers Which Appear Twice,82.0,Easy
3159,Find Occurrences of an Element in an Array,73.6,Medium
3160,Find the Number of Distinct Colors Among the Balls,41.1,Medium
3161,Block Placement Queries,13.5,Hard
3162,Find the Number of Good Pairs I,86.7,Easy
3163,String Compression III,55.8,Medium
3164,Find the Number of Good Pairs II,25.6,Medium
3165,Maximum Sum of Subsequence With Non-adjacent Elements,17.1,Hard
3166,Calculate Parking Fees and Duration,61.3,Medium
3167,Better Compression of String,79.2,Medium
3168,Minimum Number of Chairs in a Waiting Room,80.3,Easy
3169,Count Days Without Meetings,33.6,Medium
3170,Lexicographically Minimum String After Removing Stars,35.8,Medium
3171,Find Subarray With Bitwise OR Closest to K,31.1,Hard
3172,Second Day Verification,73.4,Easy
3173,Bitwise OR of Adjacent Elements,95.6,Easy
3174,Clear Digits,72.4,Easy
3175,Find The First Player to win K Games in a Row,39.4,Medium
3176,Find the Maximum Length of a Good Subsequence I,30.2,Medium
3177,Find the Maximum Length of a Good Subsequence II,23.9,Hard
3178,Find the Child Who Has the Ball After K Seconds,61.8,Easy
3179,Find the N-th Value After K Seconds,54.6,Medium
3180,Maximum Total Reward Using Operations I,29.3,Medium
3181,Maximum Total Reward Using Operations II,20.6,Hard
3182,Find Top Scoring Students,55.9,Medium
3183,The Number of Ways to Make the Sum,58.7,Medium
3184,Count Pairs That Form a Complete Day I,79.2,Easy
3185,Count Pairs That Form a Complete Day II,42.9,Medium
3186,Maximum Total Damage With Spell Casting,26.0,Medium
3187,Peaks in Array,26.7,Hard
3188,Find Top Scoring Students II,49.2,Hard
3189,Minimum Moves to Get a Peaceful Board,73.9,Medium
3190,Find Minimum Operations to Make All Elements Divisible by Three,89.8,Easy
3191,Minimum Operations to Make Binary Array Elements Equal to One I,70.8,Medium
3192,Minimum Operations to Make Binary Array Elements Equal to One II,65.0,Medium
3193,Count the Number of Inversions,33.3,Hard
3194,Minimum Average of Smallest and Largest Elements,85.1,Easy
3195,Find the Minimum Area to Cover All Ones I,74.0,Medium
3196,Maximize Total Cost of Alternating Subarrays,28.3,Medium
3197,Find the Minimum Area to Cover All Ones II,36.7,Hard
3198,Find Cities in Each State,81.2,Easy
3199,Count Triplets with Even XOR Set Bits I,85.0,Easy
3200,Maximum Height of a Triangle,42.2,Easy
3201,Find the Maximum Length of Valid Subsequence I,37.3,Medium
3202,Find the Maximum Length of Valid Subsequence II,38.9,Medium
3203,Find Minimum Diameter After Merging Two Trees,35.5,Hard
3204,Bitwise User Permissions Analysis,95.0,Medium
3205,Maximum Array Hopping Score I,80.1,Medium
3206,Alternating Groups I,66.7,Easy
3207,Maximum Points After Enemy Battles,31.6,Medium
3208,Alternating Groups II,40.1,Medium
3209,Number of Subarrays With AND Value of K,34.0,Hard
3210,Find the Encrypted String,69.3,Easy
3211,Generate Binary Strings Without Adjacent Zeros,86.3,Medium
3212,Count Submatrices With Equal Frequency of X and Y,51.6,Medium
3213,Construct String with Minimum Cost,20.5,Hard
3214,Year on Year Growth Rate,57.6,Hard
3215,Count Triplets with Even XOR Set Bits II,73.8,Medium
3216,Lexicographically Smallest String After a Swap,53.3,Easy
3217,Delete Nodes From Linked List Present in Array,61.3,Medium
3218,Minimum Cost for Cutting Cake I,57.7,Medium
3219,Minimum Cost for Cutting Cake II,55.9,Hard
3220,Odd and Even Transactions,71.7,Medium
3221,Maximum Array Hopping Score II,68.5,Medium
3222,Find the Winning Player in Coin Game,50.7,Easy
3223,Minimum Length of String After Operations,54.4,Medium
3224,Minimum Array Changes to Make Differences Equal,22.5,Medium
3225,Maximum Score From Grid Operations,25.2,Hard
3226,Number of Bit Changes to Make Two Integers Equal,64.2,Easy
3227,Vowels Game in a String,62.0,Medium
3228,Maximum Number of Operations to Move Ones to the End,53.5,Medium
3229,Minimum Operations to Make Array Equal to Target,37.4,Hard
3230,Customer Purchasing Behavior Analysis,45.2,Medium
3231,Minimum Number of Increasing Subsequence to Be Removed,57.4,Hard
3232,Find if Digit Game Can Be Won,83.2,Easy
3233,Find the Count of Numbers Which Are Not Special,26.4,Medium
3234,Count the Number of Substrings With Dominant Ones,14.4,Medium
3235,Check if the Rectangle Corner Is Reachable,29.5,Hard
3236,CEO Subordinate Hierarchy,80.4,Hard
3237,Alt and Tab Simulation,81.5,Medium
3238,Find the Number of Winning Players,60.9,Easy
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,78.0,Medium
3240,Minimum Number of Flips to Make Binary Grid Palindromic II,21.9,Medium
3241,Time Taken to Mark All Nodes,20.1,Hard
3242,Design Neighbor Sum Service,83.8,Easy
3243,Shortest Distance After Road Addition Queries I,47.0,Medium
3244,Shortest Distance After Road Addition Queries II,21.6,Hard
3245,Alternating Groups III,12.2,Hard
3246,Premier League Table Ranking,90.4,Easy
3247,Number of Subsequences with Odd Sum,63.3,Medium
3248,Snake in Matrix,80.1,Easy
3249,Count the Number of Good Nodes,54.7,Medium
3250,Find the Count of Monotonic Pairs I,41.3,Hard
3251,Find the Count of Monotonic Pairs II,15.8,Hard
3252,Premier League Table Ranking II,76.9,Medium
